Author,Format,ID,Name,Pages,Publisher,Publishing_Date,Rating
Paulo Coelho,Paperback,1416.0,The Devil and Miss Prym: A Novel of Temptation (P.S.),240.0,Harper Perennial,2007-4-10,4.3
Anne Rice,Paperback,1417.0,Memnoch the Devil (Vampire Chronicles),448.0,Ballantine Books,1997-5-28,4.1
Stephen King,Paperback,1418.0,Dreamcatcher: A Novel,880.0,Pocket Books,2017-2-28,4.0
Laurell K. Hamilton,Hardcover,1419.0,"Obsidian Butterfly (An Anita Blake, Vampire Hunter, Book 9)",608.0,Berkley,2002-9-24,4.4
Ottessa Moshfegh,Hardcover,1420.0,Eileen: A Novel,272.0,Penguin Books,2016-8-16,3.4
Anne Rice,Kindle,1421.0,The Witching Hour (Lives of Mayfair Witches),1056.0,Ballantine Books,1993-3-22,4.4
Jim Butcher,Paperback,1422.0,"Dead Beat (The Dresden Files, Book 7)",528.0,Roc,2006-5-2,4.7
Anne Rice,Kindle,1423.0,Prince Lestat and the Realms of Atlantis: The Vampire Chronicles,560.0,Anchor,2017-5-30,4.3
A.G. Riddle,Kindle,1424.0,"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)",432.0,Riddle Inc.,2013-11-18,4.3
Charlaine Harris,Kindle,1425.0,"Living Dead in Dallas (Sookie Stackhouse/True Blood, Book 2)",291.0,Ace Books,2002-3-26,4.4
Shirley Jackson,Paperback,1426.0,The Haunting of Hill House (Penguin Classics),208.0,Penguin Classics,2006-11-28,3.9
Anne Rice,Paperback,1427.0,Interview with the Vampire,368.0,Ballantine Books,1991-9-13,4.4
James Hilton,Hardcover,1428.0,Lost Horizon: A Novel,272.0,Harper Perennial,2012-4-3,4.5
NISIOISIN,Kindle,1429.0,"BAKEMONOGATARI, Part 1: Monster Tale",240.0,Vertical,2016-12-20,4.7
James Clemens,Hardcover,1430.0,"Wit'ch Fire (The Banned and the Banished, Book 1)",439.0,Del Rey,1998-5-26,4.1
Joe Hill,Paperback,1431.0,NOS4A2: A Novel,720.0,William Morrow Paperbacks,2013-10-15,4.4
Dean Koontz,Hardcover,1432.0,Odd Interlude: A Special Odd Thomas Adventure,304.0,Bantam,2013-1-1,4.6
Diana Gabaldon,Hardcover,1433.0,Lord John and the Private Matter: A Novel (Lord John Grey),305.0,Delta,2004-10-26,4.1
Charlaine Harris,Paperback,1434.0,Dead in the Family (Sookie Stackhouse/True Blood),368.0,Ace,2011-3-29,3.9
Darynda Jones,Hardcover,1435.0,Third Grave Dead Ahead (Charley Davidson Series),368.0,St. Martin's Paperbacks,2012-10-30,4.7
John P. Logsdon,Kindle,1436.0,The Merging (Las Vegas Paranormal Police Department) (Volume 1),204.0,CreateSpace Independent Publishing Platform,2017-9-13,4.6
Darynda Jones,Hardcover,1437.0,Fifth Grave Past the Light (Charley Davidson Series),352.0,St. Martin's Paperbacks,2013-12-31,4.8
Laurie R. King,Kindle,1438.0,A Monstrous Regiment of Women: A Novel of Suspense Featuring Mary Russell and Sherlock Holmes (A Mary Russell Mystery),304.0,Picador,2007-10-2,4.4
Lincoln Child,Hardcover,1439.0,The Third Gate (Jeremy Logan Series),403.0,Anchor Books,2013-2-26,4.0
Susanna Kearsley,Kindle,1440.0,Named of the Dragon,336.0,Sourcebooks Landmark,2015-10-6,4.2
James Rollins,Paperback,1441.0,Black Order (Sigma Force),640.0,Harper,2011-4-26,4.5
Gwendolyn Womack,Paperback,1442.0,The Memory Painter: A Novel of Love and Reincarnation,336.0,Picador,2016-7-5,4.4
Megan McDowell,Kindle,1443.0,Fever Dream: A Novel,192.0,Riverhead Books,2018-3-6,3.7
Haruki Murakami,Hardcover,1444.0,"South of the Border, West of the Sun: A Novel",213.0,Vintage,2000-3-14,4.2
Harry Turtledove,Paperback,1445.0,"Tilting the Balance (Worldwar Series, Volume 2)",608.0,Del Rey,1995-12-30,4.0
Kelley Armstrong,Kindle,1446.0,Stolen (Women of the Otherworld),564.0,Plume,2010-6-29,4.3
Dean Koontz,Kindle,1447.0,"Dead and Alive: A Novel (Dean Koontz's Frankenstein, Book 3)",352.0,Bantam,2009-7-28,4.2
NISIOISIN,Kindle,1448.0,"NISEMONOGATARI, Part 2: Fake Tale",298.0,Vertical,2017-8-29,4.1
Charlaine Harris,Hardcover,1449.0,"Grave Secret (Harper Connelly Mysteries, Book 4)",288.0,Berkley,2010-11-2,4.4
Anne Rice,Paperback,1450.0,The Tale of the Body Thief (Vampire Chronicles),448.0,Ballantine Books,1993-9-1,4.4
Dean Koontz,Hardcover,1451.0,Strangers,704.0,Berkley,2002-10-1,4.4
Karen Rose Smith,Hardcover,1452.0,Murder with Lemon Tea Cakes (A Daisy's Tea Garden Mystery),320.0,Kensington,2017-12-26,4.8
NISIOISIN,Paperback,1453.0,"NISEMONOGATARI, Part 1: Fake Tale",306.0,Vertical,2017-6-27,4.5
Robert Fisher,Hardcover,1454.0,The Knight in Rusty Armor,74.0,Wilshire Book Co.,,4.6
Ben Aaronovitch,Hardcover,1455.0,Moon Over Soho (Rivers of London),288.0,Del Rey,2011-3-1,4.4
Laurell K. Hamilton,Kindle,1456.0,"The Lunatic Cafe (Anita Blake, Vampire Hunter, Book 4)",384.0,Berkley,2002-9-24,4.5
Ally Blue,Hardcover,1457.0,Oleander House (Bay City Paranormal Investigations),228.0,Samhain Publishing,2007-4-1,3.5
Adrian J. Walker,Kindle,1458.0,The End of the World Running Club,464.0,Sourcebooks Landmark,2017-9-5,4.5
Carol J. Perry,Hardcover,1459.0,Grave Errors (A Witch City Mystery),364.0,Kensington,2017-8-29,4.6
Lynsay Sands,Kindle,1460.0,Immortal Ever After: An Argeneau Novel (Argeneau Vampire),384.0,Avon,2013-2-26,4.6
Anne Rice,Kindle,1461.0,The Wolf Gift: The Wolf Gift Chronicles (1),528.0,Anchor,2013-1-29,4.1
Isaac Marion,Kindle,1462.0,Warm Bodies: A Novel (The Warm Bodies Series),256.0,Atria/Emily Bestler Books,2012-12-25,4.5
Lincoln Child,Paperback,1463.0,The Forgotten Room (Jeremy Logan Series),400.0,Anchor,2016-5-31,4.1
Robert Jackson Bennett,Hardcover,1464.0,City of Blades (The Divine Cities),496.0,Broadway Books,2016-1-26,4.5
Ben Aaronovitch,Paperback,1465.0,Foxglove Summer (Rivers of London),336.0,DAW,2015-1-6,4.4
Kelley Armstrong,Paperback,1466.0,Bitten (Otherworld),544.0,Plume,2010-6-29,4.2
Haruki Murakami,Paperback,1467.0,After Dark (Vintage International),256.0,Vintage,2008-4-29,4.0
Paolo Bacigalupi,Paperback,1468.0,The Water Knife,384.0,Vintage,2016-4-5,4.1
Nalini Singh,Kindle,1469.0,"Archangel's Kiss (Guild Hunter, Book 2)",352.0,Berkley,2010-2-2,4.5
Michael Crichton,Hardcover,1470.0,Sphere,544.0,Harper,2011-3-29,4.1
Craig Schaefer,Hardcover,1471.0,Cold Spectrum (Harmony Black Series),336.0,47North,2017-10-31,4.7
J.R. Ward,Paperback,1472.0,"Crave (Fallen Angels, Book 2)",480.0,Berkley,2010-10-5,4.4
Laurell K. Hamilton,Hardcover,1473.0,"Blue Moon (Anita Blake, Vampire Hunter, Book 8)",432.0,Berkley,2002-9-24,4.4
Clive Cussler,Kindle,1474.0,Valhalla Rising (Dirk Pitt),531.0,G.P. Putnam's Sons,2002-7-30,4.5
Tal M. Klein,Paperback,1475.0,The Punch Escrow,356.0,Geek & Sundry,2017-7-25,4.1
Anne Rice,Hardcover,1476.0,The Mummy or Ramses the Damned,416.0,Ballantine Books,1991-9-13,4.5
Stephen King,Paperback,1477.0,Black House (Pocket Books Fiction),848.0,Pocket Books,2012-11-27,4.4
,Paperback,1478.0,"Kiss Kiss, Bang Bang (Urban Books)",304.0,Urban Books,2012-4-1,4.5
Mishell Baker,Kindle,1479.0,Borderline (The Arcadia Project),400.0,Saga Press,2016-3-1,4.4
Colin Cotterill,Kindle,1480.0,The Coroner's Lunch (A Dr. Siri Paiboun Mystery),304.0,Soho Crime,2015-4-7,4.3
Lynsay Sands,Paperback,1481.0,The Immortal Hunter: A Rogue Hunter Novel (Argeneau Vampire),368.0,Avon,2009-3-31,4.4
Julie McElwain,Kindle,1482.0,A Murder in Time: A Novel (Kendra Donovan Mysteries),320.0,Pegasus Books,2017-4-11,4.3
Christine Feehan,Hardcover,1483.0,Spider Game (GhostWalkers),464.0,Berkley,2016-1-26,3.8
Janet Evanovich,Paperback,1484.0,Wicked Business: A Lizzy and Diesel Novel (Lizzy & Diesel),336.0,Bantam,2012-11-20,4.3
Dean Koontz,Paperback,1485.0,The City (with bonus short story The Neighbor): A Novel,544.0,Bantam,2015-2-24,4.4
Robert Crais,Paperback,1486.0,Hostage: A Novel,384.0,Fawcett,,4.4
Jonathan Maberry,Hardcover,1487.0,Patient Zero: A Joe Ledger Novel,512.0,St. Martin's Paperbacks,2014-1-28,4.2
D.J. Molles,Kindle,1488.0,The Remaining,416.0,Orbit,2014-5-27,4.5
A.G. Riddle,Paperback,1489.0,"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)",464.0,Riddle Inc.,2013-4-5,4.1
,Hardcover,1490.0,Supreme Clientele (Urban Books),304.0,Urban Books,2013-5-7,4.7
Richard Matheson,Hardcover,1491.0,Hell House,304.0,Tor Books,1999-10-13,3.8
Neal Stephenson,Kindle,1492.0,Reamde: A Novel,1056.0,William Morrow Paperbacks,2012-5-15,4.1
Samuel R. Delany,Kindle,1493.0,Babel-17 / Empire Star,311.0,Vintage,2002-1-8,4.1
John Sandford,Hardcover,1494.0,Saturn Run,592.0,G.P. Putnam's Sons,2017-2-7,3.9
Kelley Armstrong,Kindle,1495.0,Visions (Cainsville),464.0,Dutton,2015-7-28,4.5
Kelley Armstrong,Hardcover,1496.0,Betrayals: The Cainsville Series,416.0,Vintage Canada,2017-6-6,4.7
Kelley Armstrong,Hardcover,1497.0,Deceptions (A Cainsville Novel),464.0,Dutton,2016-7-12,4.6
Tim LaHaye,Kindle,1498.0,The Indwelling: The Beast Takes Possession (Left Behind),432.0,"Tyndale House Publishers, Inc.",2011-4-1,4.5
Leon Uris,Hardcover,1499.0,Mila 18,576.0,Bantam,1983-12-1,4.7
Jennifer McMahon,Kindle,1500.0,The Winter People,480.0,Anchor,2016-8-30,4.2
Anne Rice,Paperback,1501.0,"Blackwood Farm (The Vampire Chronicles, No. 8)",640.0,Ballantine Books,2003-9-30,4.3
Laurell K. Hamilton,Kindle,1502.0,"Kiss the Dead: An Anita Blake, Vampire Hunter Novel",352.0,Berkley,2013-5-28,3.7
David Mitchell,Hardcover,1503.0,Slade House: A Novel,272.0,Random House Trade Paperbacks,2016-6-28,4.0
Adolfo Bioy Casares,Hardcover,1504.0,The Invention of Morel (New York Review Books Classics),103.0,NYRB Classics,2003-8-31,4.0
Bernard Cornwell,Hardcover,1505.0,"Heretic (The Grail Quest, Book 3)",368.0,HarperCollins,2007-9-25,4.5
Nicholas Sansbury Smith,Hardcover,1506.0,Extinction Edge (The Extinction Cycle Book 2),320.0,Orbit,2017-6-27,4.8
Michael Gruber,Hardcover,1507.0,The Book of Air and Shadows,466.0,HARPER,2008-2-26,3.5
Richard Castle,Hardcover,1508.0,Naked Heat (Nikki Heat),448.0,Kingswell,2011-4-26,4.5
Stuart Woods,Hardcover,1509.0,Hot Mahogany (A Stone Barrington Novel),400.0,G.P. Putnam's Sons,2009-5-5,4.1
Jim Butcher,Hardcover,1510.0,Jim Butcher Box Set (Dresden Files),,Roc,2010-12-22,4.7
Brian McGreevy,Paperback,1511.0,Hemlock Grove: A Novel (Fsg Originals),336.0,FSG Originals,2013-4-16,4.0
Jim Butcher,Hardcover,1512.0,Urban Enemies,448.0,Gallery Books,2017-8-1,3.5
Chuck Palahniuk,Paperback,1513.0,Beautiful You,240.0,Anchor,2015-7-21,3.0
Charlie Lovett,Hardcover,1514.0,The Lost Book of the Grail: A Novel,336.0,Penguin Books,2018-2-27,4.3
Seanan McGuire,Paperback,1515.0,One Salt Sea,368.0,DAW,2011-9-6,4.8
Daphne du Maurier,Kindle,1516.0,The House on the Strand,304.0,University of Pennsylvania Press,,4.4
Lynsay Sands,Paperback,1517.0,"A Bite to Remember (Argeneau Vampires, Book 5)",384.0,Avon,2006-6-27,4.6
Bill Peet,Kindle,1518.0,Eli,40.0,HMH Books for Young Readers,1984-10-29,4.9
Carlos Ruiz Zafon,Paperback,1519.0,The Angel's Game,544.0,Anchor,2010-5-18,4.2
J.D. Horn,Paperback,1520.0,Jilo (Witching Savannah),368.0,47North,2016-4-26,4.3
Nevil Shute,Paperback,1521.0,On the Beach,320.0,Vintage,2010-0-0,3.9
Chuck Palahniuk,Paperback,1522.0,Rant: The Oral Biography of Buster Casey,336.0,Anchor,2008-5-6,4.2
George MacDonald Fraser,Hardcover,1523.0,Royal Flash (Flashman),256.0,Plume,1985-3-1,4.5
J. L. Bourne,Paperback,1524.0,Tomorrow War: The Chronicles of Max Redacted,288.0,Gallery Books,2016-3-15,4.6
Ben Aaronovitch,Paperback,1525.0,Broken Homes (Rivers of London),336.0,DAW,2014-2-4,4.4
Janet Evanovich,Kindle,1526.0,Wicked Charms: A Lizzy and Diesel Novel (Lizzy & Diesel),336.0,Bantam,2016-4-5,4.3
Charlaine Harris,Hardcover,1527.0,"Dead as a Doornail (Sookie Stackhouse/True Blood, Book 5)",320.0,Ace,2006-4-25,4.5
Chuck Hogan,Paperback,1528.0,The Night Eternal (The Strain Trilogy),560.0,William Morrow Paperbacks,2013-10-8,4.2
Clive Barker,Paperback,1529.0,Weaveworld,672.0,Gallery Books,2001-4-1,4.5
Jonathan Maberry,Paperback,1530.0,The Dragon Factory: A Joe Ledger Novel,496.0,St. Martin's Griffin,2010-3-2,4.5
Amanda M. Lee,Kindle,1531.0,A Witch Before Dying (Wicked Witches of the Midwest) (Volume 11),284.0,CreateSpace Independent Publishing Platform,2017-11-6,4.8
Jasper Fforde,Paperback,1532.0,The Well of Lost Plots (Thursday Next Series),375.0,Penguin Books,2004-8-3,4.5
Bailey Cates,Paperback,1533.0,"Bewitched, Bothered, and Biscotti: A Magical Bakery Mystery",336.0,Berkley,2012-12-31,4.5
Shirley Rousseau Murphy,Kindle,1534.0,Cat on the Edge: A Joe Grey Mystery (Joe Grey Mystery Series),288.0,Avon,1998-12-9,4.3
Simone St. James,Hardcover,1535.0,The Haunting of Maddy Clare,318.0,Berkley,2012-3-6,4.3
R.A. Salvatore,Kindle,1536.0,The Demon Awakens (The DemonWars Saga),624.0,Del Rey,1998-2-28,4.2
Nicholas Sansbury Smith,Hardcover,1537.0,Extinction Age (The Extinction Cycle Book 3),336.0,Orbit,2017-7-25,4.8
James Rollins,Hardcover,1538.0,Bloodline (Sigma Force),656.0,Harper,2013-3-26,4.5
Greg Rucka,Paperback,1539.0,"Black Magick Volume 1: Awakening, Part One (Black Magick 1)",128.0,Image Comics,2016-5-3,4.6
Dean Koontz,Paperback,1540.0,Breathless: A Novel of Suspense,432.0,Bantam,2010-11-23,3.4
Laurell K. Hamilton,Kindle,1541.0,"Danse Macabre (Anita Blake, Vampire Hunter, Book 14)",576.0,Berkley,2007-3-27,3.1
Laurell K. Hamilton,Hardcover,1542.0,"The Harlequin: An Anita Blake, Vampire Hunter Novel",448.0,Berkley,2008-4-29,4.0
Susanna Kearsley,Paperback,1543.0,The Splendour Falls,384.0,Sourcebooks Landmark,2014-1-14,4.0
Bernard Cornwell,Paperback,1544.0,"Vagabond (The Grail Quest, Book 2)",416.0,HarperCollins,2006-1-3,4.5
Ted Dekker,Hardcover,1545.0,Green: The Beginning and the End (Circle Trilogy),392.0,Thomas Nelson Inc,2010-6-1,4.6
Tim Powers,Paperback,1546.0,Declare: A Novel,624.0,William Morrow Paperbacks,2013-2-19,4.3
Jeff Long,Hardcover,1547.0,The Descent,592.0,Berkley,2001-11-1,4.2
Bailey Cates,Kindle,1548.0,Some Enchanted Éclair (A Magical Bakery Mystery),336.0,Berkley,2014-7-1,4.6
Alastair Reynolds,Paperback,1549.0,Chasm City (Revelation Space),704.0,Ace,2003-5-27,3.9
David Pedreira,Hardcover,1550.0,Gunpowder Moon,304.0,Harper Voyager,2018-2-13,4.2
Susanna Kearsley,Kindle,1551.0,The Firebird,544.0,Sourcebooks Landmark,2013-6-4,4.5
Nikki Turner,Kindle,1552.0,The Banks Sisters,432.0,Urban Books,2015-8-25,3.9
Steve Alten,Hardcover,1553.0,MEG: Nightstalkers,448.0,Tor Books,2017-5-2,4.3
Christopher Moore,Hardcover,1554.0,The Serpent of Venice: A Novel,352.0,William Morrow Paperbacks,2015-2-17,4.3
Laurell K. Hamilton,Paperback,1555.0,"Micah (Anita Blake, Vampire Hunter, Book 13)",288.0,Berkley,2006-2-28,3.3
Ben H. Winters,Kindle,1556.0,The Last Policeman: A Novel (The Last Policeman Trilogy),336.0,Quirk Books,2013-5-13,4.1
Lynsay Sands,Hardcover,1557.0,"The Rogue Hunter (Argeneau Vampires, Book 10)",384.0,Avon,2008-9-30,4.3
Colin Cotterill,Kindle,1558.0,I Shot the Buddha (A Dr. Siri Paiboun Mystery),368.0,Soho Crime,2017-7-4,4.5
Ellery Adams,Hardcover,1559.0,Pecan Pies and Homicides (A Charmed Pie Shoppe Mystery),304.0,Berkley,2014-1-7,4.6
Jack Campbell,Kindle,1560.0,"Fearless (The Lost Fleet, Book 2)",304.0,Ace,2007-1-30,4.3
Max Barry,Hardcover,1561.0,Lexicon: A Novel,400.0,Penguin Books,2014-4-1,4.3
Neal Stephenson,Kindle,1562.0,"The Confusion (The Baroque Cycle, Vol. 2)",848.0,William Morrow Paperbacks,2005-6-14,4.6
John Darnielle,Hardcover,1563.0,Wolf in White Van: A Novel,224.0,Picador,2015-9-1,4.0
Jerome Lawrence,Kindle,1564.0,Inherit the Wind: The Powerful Drama of the Greatest Courtroom Clash of the Century,129.0,Ballantine Books,2003-11-4,4.6
Dean Koontz,Hardcover,1565.0,Frankenstein: Lost Souls: A Novel,416.0,Bantam,2011-1-25,4.0
Nicholas Sansbury Smith,Hardcover,1566.0,Extinction Aftermath (The Extinction Cycle Book 6),432.0,Orbit,2017-10-31,4.8
Poppy Z. Brite,Hardcover,1567.0,Lost Souls,384.0,Dell,1993-9-10,4.2
R.E. McDermott,Paperback,1568.0,Deadly Crossing: A Tom Dugan Novel,412.0,R.E. McDermott,2014-4-10,4.6
Tom Robbins,Hardcover,1569.0,Another Roadside Attraction: A Novel,352.0,Bantam,1990-4-1,4.1
W.E.B. Griffin,Kindle,1570.0,The Berets (Brotherhood of War (Book 5),408.0,Jove Books,1985-10-15,4.6
Ramez Naam,Paperback,1571.0,Crux: Nexus Arc Book 2,624.0,Angry Robot,2015-4-7,4.6
D.J. Molles,Hardcover,1572.0,The Remaining: Aftermath,448.0,Orbit,2014-6-24,4.7
Steve Alten,Kindle,1573.0,The Trench,496.0,Pinnacle,2013-5-7,4.5
Steve Alten,Hardcover,1574.0,MEG: Primal Waters,463.0,Forge Books,2005-5-1,4.4
Mary Renault,Paperback,1575.0,The King Must Die: A Novel,338.0,Vintage Books,1988-2-12,4.4
Joe Hill,Hardcover,1576.0,Horns: A Novel,416.0,William Morrow Paperbacks,2011-3-8,4.2
Jonathan Maberry,Kindle,1577.0,Assassin's Code: A Joe Ledger Novel,432.0,St. Martin's Griffin,2012-4-10,4.6
Jasper Fforde,Hardcover,1578.0,"First Among Sequels (Thursday Next, Book 5)",384.0,Penguin Books,2008-7-29,4.3
Anne Rice,Paperback,1579.0,Cry to Heaven: A Novel,576.0,Ballantine Books,1995-4-1,4.4
Diane Mott Davidson,Hardcover,1580.0,"Killer Pancake (Goldy Culinary Mysteries, Book 5)",368.0,Crimeline,1996-8-1,4.3
Dan Wells,Hardcover,1581.0,Nothing Left to Lose: A Novel (John Cleaver),336.0,Tor Books,2017-6-6,4.4
William Gibson,Paperback,1582.0,The Peripheral,496.0,Berkley,2015-10-6,4.2
Simone St. James,Hardcover,1583.0,The Other Side of Midnight,318.0,Berkley,2015-4-7,4.4
Boris Akunin,Paperback,1584.0,The Winter Queen: A Novel (An Erast Fandorin Mystery),264.0,Random House Trade Paperbacks,2004-3-9,4.2
Sharon Joss,Kindle,1585.0,Destiny Blues (Hand of Fate) (Volume 1),324.0,Aja Publishing,2015-12-17,4.2
D.J. Molles,Paperback,1586.0,The Remaining: Extinction,480.0,Orbit,2015-7-28,4.7
Katherine Neville,Hardcover,1587.0,The Eight,624.0,Ballantine Books,1990-1-14,4.1
NISIOISIN,Kindle,1588.0,HANAMONOGATARI,1.0,Vertical,2018-6-26,
Juliet Marillier,Hardcover,1589.0,Seer of Sevenwaters,448.0,Ace,2011-9-6,4.3
Koushun Takami,Paperback,1590.0,Battle Royale: Remastered (Battle Royale (Novel)),600.0,Haikasoru,2014-4-1,4.5
Anne Rice,Hardcover,1591.0,The Vampire Armand (The Vampire Chronicles) Book 6,457.0,Ballantine Books,2000-10-3,4.0
R E McDermott,Paperback,1592.0,Promises To Keep (The Disruption Trilogy) (Volume 3),388.0,R.E. McDermott,2017-9-8,4.9
Anne Rice,Paperback,1593.0,Blood Canticle (The Vampire Chronicles),401.0,Ballantine Books,2004-8-31,3.9
Tim LaHaye,Hardcover,1594.0,Mark of Evil (The End Series),416.0,Zondervan,2014-2-4,4.6
J. L. Bourne,Kindle,1595.0,Ghost Run (Day by Day Armageddon),256.0,Gallery Books,2016-7-19,4.8
Chuck Hogan,Paperback,1596.0,The Fall: Book Two of the Strain Trilogy,480.0,William Morrow Paperbacks,2012-10-2,4.4
K'wan,Paperback,1597.0,Animal: The Beginning,304.0,Urban Books,2016-6-28,4.3
J. L. Bourne,Kindle,1598.0,Tomorrow War: Serpent Road: A Novel (The Chronicles of Max),320.0,Gallery Books,2017-7-25,4.9
Sophie Chen Keller,Hardcover,1599.0,The Luster of Lost Things,336.0,G.P. Putnam's Sons,2017-8-8,4.3
Ken Follett,Paperback,1600.0,Los Pilares de la Tierra (Spanish Edition),1040.0,Vintage Espanol,2010-7-13,4.7
Jonathan Maberry,Hardcover,1601.0,Code Zero: A Joe Ledger Novel,480.0,St. Martin's Griffin,2014-3-25,4.6
Angela Hunt,Paperback,1602.0,The Assault: Cycle Two of the Harbingers Series,368.0,Bethany House Publishers,2017-8-1,4.2
D.J. Molles,Kindle,1603.0,The Remaining: Fractured,720.0,Orbit,2014-8-26,4.8
Tim Powers,Hardcover,1604.0,The Anubis Gates (Ace Science Fiction),400.0,Ace,1997-1-1,4.0
Ben H. Winters,Hardcover,1605.0,Countdown City: The Last Policeman Book II (The Last Policeman Trilogy),316.0,Quirk Books,2013-7-16,4.2
Kurt Vonnegut,Kindle,1606.0,Deadeye Dick: A Novel,271.0,Dial Press Trade Paperback,1999-5-11,4.2
C.J. Archer,Hardcover,1607.0,The Apothecary's Poison (Glass and Steele),324.0,C.J. Archer,2017-11-7,4.7
Karen Robards,Kindle,1608.0,The Last Time I Saw Her: A Novel (Dr. Charlotte Stone),384.0,Ballantine Books,2016-5-31,4.8
Ted Dekker,Hardcover,1609.0,Forbidden (The Books of Mortals),448.0,FaithWords,2012-10-30,4.4
John Fowles,Kindle,1610.0,The Magus,672.0,Dell,1985-4-1,4.1
Cynthia Swanson,Kindle,1611.0,The Bookseller: A Novel,368.0,Harper Paperbacks,2016-3-22,4.1
Nikolai Gogol,Hardcover,1612.0,Dead Souls,432.0,Vintage,1997-3-25,3.9
Franz Kafka,Hardcover,1613.0,The Castle,352.0,Schocken,1998-12-15,4.0
Oliver Bowden,Kindle,1614.0,Assassin's Creed: Renaissance,496.0,Ace,2010-2-23,4.1
Eileen Wilks,Hardcover,1615.0,"Tempting Danger (The World of the Lupi, Book 1)",320.0,Berkley,2004-10-5,4.3
Jonathan Maberry,Paperback,1616.0,The King of Plagues: A Joe Ledger Novel,624.0,St. Martin's Paperbacks,2016-8-2,4.4
Satoshi Kon,Kindle,1617.0,Satoshi Kon's: Opus,384.0,Dark Horse Manga,2014-12-9,4.5
Charles Stross,Paperback,1618.0,Accelerando (Singularity),415.0,Ace,2006-6-27,3.7
Scott Smith,Hardcover,1619.0,The Ruins,384.0,Vintage,2008-2-26,3.3
Taylor Anderson,Paperback,1620.0,Into the Storm (Destroyermen),416.0,Ace,2009-2-3,4.4
Glen David Gold,Hardcover,1621.0,Carter Beats the Devil,496.0,Hachette Books,2002-9-18,4.4
George Saunders,Hardcover,1622.0,Pastoralia,188.0,Riverhead Books,2001-6-1,4.2
Julio Cortazar,Kindle,1623.0,Hopscotch: A Novel (Pantheon Modern Writers Series),576.0,Pantheon,1987-2-12,4.1
Terri Blackstock,Hardcover,1624.0,When Dreams Cross (Second Chances Series #2),240.0,Zondervan,2000-6-1,4.3
Peter F. Hamilton,Hardcover,1625.0,The Abyss Beyond Dreams: A Novel of the Commonwealth (Commonwealth: Chronicle of the Fallers),640.0,Del Rey,2015-9-1,4.3
Cleo Coyle,Kindle,1626.0,"On What Grounds (Coffeehouse Mysteries, No. 1)",288.0,Berkley,2003-9-2,3.9
Simon R. Green,Kindle,1627.0,"Sharper Than a Serpent's Tooth (Nightside, Book 6)",256.0,Ace,2006-2-28,4.3
D.J. Molles,Paperback,1628.0,Refugees (The Remaining),544.0,Orbit,2014-7-29,4.8
