,docID,position,term,label
15412,225,337,selection,False
15414,225,350,merchandise,False
15416,225,366,amazing,False
15417,225,375,although,False
15419,225,387,didnt,False
15420,225,393,purchase,False
15421,225,402,anything,False
15422,225,411,today,False
15423,225,417,weve,False
15425,225,427,discussing,False
15426,225,438,going,False
15427,225,444,back,False
15430,225,459,gift,False
15431,225,464,shopping,False
15433,225,477,birthdays,False
15434,225,487,anniversaries,False
15435,225,501,christmas,False
15436,225,511,etc,False
15437,225,515,etc,False
15439,225,92,im,False
15440,225,527,sure,False
15441,225,532,well,False
15443,225,540,back,False
15446,225,40,near,False
15447,225,557,future,False
15448,225,564,thanks,False
15451,225,581,making,False
15453,225,592,visit,False
15454,225,598,fun,False
15455,226,0,stopped,False
15458,226,16,recently,False
15460,226,29,lunch,False
15462,226,38,love,False
15463,226,43,popeyes,False
15464,226,43,po,False
15465,226,54,boy,False
15466,226,58,sandwiches,False
15467,226,70,typical,False
15468,226,78,fast,False
15469,226,83,food,False
15470,226,88,establishment,False
15471,226,103,staff,False
15473,226,113,young,False
15475,226,123,got,False
15477,226,131,job,False
15478,226,135,done,False
15481,226,145,reasonable,False
15482,226,156,amount,False
15484,226,166,time,False
15485,226,58,sandwich,True
15487,226,185,good,False
15490,226,198,establishment,False
15492,226,216,clean,False
15493,226,222,id,False
15494,226,0,stop,False
15503,226,260,neighborhood,False
15504,227,0,ive,False
15505,227,4,visited,False
15507,227,17,place,False
15511,227,34,since,False
15513,227,44,late,False
15514,227,6,s,False
15516,227,55,food,False
15518,227,64,always,False
15520,227,76,greatthe,False
15521,227,85,bar,False
15523,227,92,owned,False
15526,227,103,family,False
15528,227,115,wisconsin,False
15531,227,133,food,False
15532,227,138,menu,False
15533,227,143,reflects,False
15535,227,158,youll,False
15536,227,164,find,False
15537,227,169,plenty,False
15539,227,179,brats,True
15541,227,189,cheeses,True
15544,227,207,walleye,True
15546,227,218,excellent,False
15548,228,3,stopped,False
15552,228,23,lunch,False
15553,228,29,today,False
15554,228,36,upon,False
15555,228,41,entering,False
15558,228,58,greeted,False
15559,228,66,immediately,False
15561,228,82,decided,False
15563,228,93,sit,False
15566,228,104,counter,False
15567,228,112,shortly,False
15570,228,132,seated,False
15572,228,141,noticed,False
15574,228,151,guy,False
15577,228,162,left,False
15578,228,167,get,False
15580,228,175,credit,False
15581,228,182,card,False
15585,228,199,ready,False
15587,228,208,pay,False
15589,228,216,bill,False
15591,228,225,leave,False
15593,228,235,took,False
15595,228,244,nearly,False
15596,228,252,minutes,False
15598,228,263,get,False
15599,228,267,anyones,False
15600,228,275,attention,False
15601,228,286,watching,False
15604,228,305,ignored,False
15605,228,313,made,False
15606,228,318,us,False
15607,228,321,feel,False
15609,228,328,bit,False
15610,228,332,uncomfortable,False
15612,228,349,well,False
15614,228,356,ordered,False
15616,228,368,cheese,False
15617,228,375,burger,False
15619,228,386,fries,True
15621,228,395,girlfriend,False
15622,228,406,ordered,False
15624,228,418,blt,False
15626,228,356,order,False
15628,228,437,finished,False
15630,228,450,put,False
15634,228,464,delivered,False
15639,228,489,time,False
15641,228,496,waitress,False
15642,228,505,got,False
15643,228,509,around,False
15645,228,519,bringing,False
15651,228,545,cold,False
15653,228,553,never,False
15655,228,564,given,False
15656,228,570,silverware,False
15660,228,592,ask,False
15662,228,598,neighbor,False
15665,228,614,counter,False
15669,228,635,slide,False
15674,228,659,silverware,False
15677,228,678,us,False
15679,228,684,cheeseburger,True
15681,228,701,excellent,False
15683,228,715,fries,True
15685,228,726,soso,False
15687,228,736,blt,False
15688,228,740,might,False
15691,228,756,good,False
15695,228,773,cold,False
15697,228,782,place,False
15698,228,788,seemed,False
15699,228,795,clean,False
15702,228,809,staff,False
15704,228,819,friendly,False
15705,228,828,enough,False
15709,228,850,around,False
15711,228,863,major,False
15712,228,869,problem,False
15715,228,882,major,False
15716,228,888,lack,False
15718,228,896,attentiveness,False
15720,229,3,got,False
15724,229,16,questionable,False
15725,229,29,start,False
15729,229,46,sat,False
15730,229,50,several,False
15731,229,58,minutes,False
15734,229,76,reservation,False
15735,229,88,time,False
15740,229,108,deal,False
15741,229,113,breaker,False
15745,229,132,annoying,False
15747,229,147,server,False
15749,229,158,prompt,False
15751,229,169,friendly,False
15753,229,182,bread,True
15756,229,196,good,False
15759,229,209,hard,False
15762,229,221,fill,False
15768,229,247,meal,False
15769,229,252,comes,False
15771,229,263,ordered,False
15774,229,277,appetizers,True
15777,229,296,table,False
15779,229,306,tried,False
15781,229,316,mozzarella,True
15782,229,327,marinara,False
15785,229,345,surprisingly,False
15786,229,358,good,False
15788,229,370,places,False
15790,229,381,can,False
15791,229,385,tell,False
15793,229,394,mozzarella,True
15795,229,409,pulled,False
15798,229,425,freezer,False
15799,229,433,right,False
15803,229,453,fried,False
15805,229,465,mozzarella,True
15808,229,485,good,False
15809,229,490,flavor,False
15812,229,505,portions,False
15814,229,518,good,False
15815,229,523,sized,False
15817,229,532,start,False
15820,229,545,meal,False
15822,229,552,ordered,False
15824,229,564,side,False
15825,229,505,portion,False
15828,229,584,maggianos,False
15829,229,594,salad,True
15831,229,604,always,False
15832,229,611,enjoy,False
15834,229,622,salad,True
15836,229,634,house,False
15837,229,640,dressing,True
15839,229,653,good,False
15840,229,658,flavor,False
15842,229,671,blue,False
15843,229,676,cheese,False
15845,229,687,bacon,True
15846,229,693,add,False
15847,229,697,great,False
15848,229,703,flavors,False
15851,229,569,portion,False
15853,229,732,large,False
15856,229,745,main,False
15857,229,750,course,False
15859,229,759,ordered,False
15861,229,771,veal,True
15862,229,776,parmesan,False
15864,229,721,portion,False
15866,229,802,huge,False
15868,229,812,comes,False
15871,229,825,side,False
15873,229,833,spaghetti,True
15875,229,846,well,False
15877,229,857,veal,True
15879,229,865,ok,False
15881,229,871,far,False
15883,229,703,flavor,False
15885,229,888,concerned,False
15889,229,911,better,False
15893,229,929,fine,False
15896,230,6,bad,False
15897,230,10,airport,False
15899,230,23,concourses,False
15900,230,34,desperately,False
15901,230,46,need,False
15903,230,54,overhaul,False
15905,230,69,look,False
15907,230,78,feel,False
15909,230,86,dated,False
15911,230,98,central,False
15912,230,106,terminal,False
15913,230,115,area,False
15916,230,126,better,False
15917,230,133,condition,False
15918,230,143,though,False
15920,230,154,airport,False
15924,230,174,good,False
15925,230,179,number,False
15927,230,189,food,False
15928,230,194,options,False
15931,230,208,mid,False
15932,230,212,size,False
15933,230,217,airport,False
15937,230,237,big,False
15938,230,241,deal,False
15941,230,255,want,False
15942,230,260,options,False
15945,230,278,issue,False
15947,230,287,one,False
15951,230,302,hard,False
15953,230,310,hold,False
15956,230,327,airport,False
15960,230,343,us,False
15961,230,346,airways,False
15962,230,354,hub,False
15966,230,373,blame,False
15967,230,379,charlotte,False
15971,230,404,take,False
15974,230,362,can,False
15975,230,422,get,False
15976,230,426,even,False
15980,230,440,us,False
15981,230,443,airways,False
15984,231,6,stayed,False
15987,231,20,mandalay,False
15988,231,29,bay,False
15991,231,40,past,False
15994,231,53,quite,False
15995,231,59,happy,False
15998,231,76,experiences,False
16000,231,91,found,False
16002,231,100,amazing,False
16003,231,108,rate,False
16006,231,121,hotel,False
16011,231,139,try,False
16015,231,153,really,False
16016,231,160,like,False
16019,231,174,secluded,False
16020,231,183,entrance,False
16022,231,197,check,False
16024,231,206,process,False
16026,231,218,quick,False
16029,231,233,make,False
16031,231,242,feel,False
16032,231,247,important,False
16034,231,262,rooms,False
16036,231,272,nice,False
16037,231,277,suites,False
16038,231,285,modern,False
16039,231,292,styling,False
16040,231,300,adorns,False
16042,231,311,rooms,False
16045,231,328,nice,False
16046,231,333,rooms,False
16050,231,351,level,False
16052,231,360,wynn,False
16054,231,368,venetian,False
16059,231,392,steps,False
16060,231,398,behind,False
16063,231,414,complaint,False
16066,231,262,room,False
16068,231,442,petty,False
16072,231,459,annoying,False
16074,231,473,clothes,False
16075,231,481,iron,False
16077,231,490,tied,False
16080,231,502,ironing,False
16081,231,510,board,False
16083,231,520,made,False
16085,231,528,difficult,False
16087,231,502,iron,False
16089,231,549,clothes,False
16094,231,572,motel,False
16095,231,578,six,False
16101,231,603,fight,False
16103,231,611,security,False
16104,231,620,cord,False
16107,231,541,iron,False
16109,231,641,hotel,False
16110,231,647,area,False
16113,231,657,nice,False
16114,231,662,separation,False
16117,231,682,main,False
16118,231,687,portion,False
16120,231,698,mandalay,False
16121,231,707,bay,False
16123,231,716,area,False
16127,231,733,bar,False
16128,231,737,store,False
16130,231,747,amenities,False
16133,231,764,nice,False
16137,231,781,ability,False
16139,231,392,step,False
16140,231,797,away,False
16143,231,811,mega,False
16144,231,816,casino,False
16145,231,823,feel,False
16149,231,838,minutes,False
16153,232,10,solid,False
16154,232,16,place,False
16156,232,26,late,False
16157,232,31,night,False
16158,232,37,food,False
16162,232,54,much,False
16164,232,62,look,False
16167,232,76,service,False
16169,232,87,questionable,False
16171,232,106,food,False
16172,232,111,satisfies,False
16174,232,126,late,False
16175,232,131,night,False
16176,232,137,mexican,False
16177,232,145,cravings,False
16180,232,162,also,False
16181,232,167,cheap,False
16183,232,175,ordered,False
16184,232,183,five,False
16185,232,188,rolled,False
16186,232,195,tacos,False
16188,232,206,sour,False
16189,232,211,cream,False
16191,232,221,cheese,True
16192,232,230,rolled,False
16193,232,237,tacos,False
16195,232,247,taquitos,True
16198,232,262,world,False
16200,232,274,will,False
16201,232,279,need,False
16202,232,284,four,False
16204,232,292,five,False
16205,232,297,rolled,False
16206,232,304,tacos,False
16208,232,313,satisfy,False
16210,232,326,hunger,False
16212,232,337,think,False
16214,232,348,come,False
16216,232,356,five,False
16217,232,361,counts,False
16219,232,374,taste,False
16221,232,383,just,False
16222,232,64,ok,False
16224,232,395,little,False
16225,232,402,hot,False
16226,232,406,sauce,False
16227,232,412,helps,False
16229,232,420,lot,False
16231,232,430,get,False
16233,232,436,lot,False
16235,232,443,cheese,True
16237,232,454,sour,False
16238,232,459,cream,False
16240,232,467,tried,False
16242,232,475,friends,False
16243,232,483,quesadilla,True
16246,232,503,packed,False
16247,232,510,full,False
16249,232,521,taste,False
16251,232,531,decent,False
16252,232,540,another,False
16253,232,548,item,False
16255,232,559,hot,False
16256,232,563,sauce,False
16257,232,569,goes,False
16259,232,576,long,False
16260,232,581,ways,False
16262,233,4,first,False
16263,233,10,issue,False
16269,233,38,one,False
16270,233,42,entrance,False
16272,233,55,exit,False
16274,233,67,creates,False
16275,233,75,huge,False
16276,233,80,bottlenecks,False
16279,233,102,packed,False
16280,233,109,tight,False
16284,233,129,back,False
16287,233,143,casino,False
16288,233,150,area,False
16290,233,159,second,False
16291,233,166,issue,False
16295,233,184,fact,False
16299,233,200,concessions,False
16301,233,217,cash,False
16306,233,240,reason,False
16309,233,256,inexcusable,False
16310,233,270,inside,False
16314,233,288,standard,False
16315,233,297,small,False
16316,233,303,arena,False
16318,233,315,size,False
16320,233,325,mean,False
16322,233,334,get,False
16323,233,338,good,False
16324,233,343,views,False
16326,233,354,almost,False
16327,233,361,every,False
16328,233,367,seat,False
16330,233,376,staff,False
16333,233,388,mixed,False
16334,233,394,bag,False
16337,233,410,friendly,False
16339,233,423,helpful,False
16340,233,431,others,False
16343,233,447,opposite,False
16348,234,14,town,False
16350,234,23,one,False
16351,234,27,night,False
16353,234,37,work,False
16358,234,58,immediate,False
16359,234,68,need,False
16361,234,76,stay,False
16364,234,88,main,False
16365,234,93,part,False
16368,234,105,strip,False
16370,234,117,casino,False
16372,234,127,nearly,False
16374,234,137,stratosphere,False
16377,234,159,ok,False
16382,234,176,intend,False
16384,234,186,leave,False
16386,234,196,casino,False
16387,234,203,much,False
16392,234,224,stop,False
16395,234,236,monorail,False
16398,234,256,help,False
16400,234,265,get,False
16401,234,269,around,False
16402,234,276,especially,False
16406,234,298,attending,False
16408,234,311,event,False
16411,234,324,convention,False
16412,234,335,center,False
16414,234,344,got,False
16416,234,350,great,False
16417,234,356,rate,False
16418,234,361,considering,False
16420,234,377,many,False
16421,234,382,conventions,False
16424,234,402,town,False
16425,234,408,parking,False
16427,234,420,relatively,False
16428,234,431,easy,False
16430,234,442,need,False
16432,234,450,add,False
16433,234,454,signs,False
16436,234,467,parking,False
16437,234,475,garage,False
16441,234,492,better,False
16442,234,499,job,False
16444,234,506,pointing,False
16448,234,526,casino,False
16449,234,533,entrance,False
16451,234,546,check,False
16453,234,556,check,False
16456,234,569,quick,False
16458,234,579,painless,False
16460,234,593,front,False
16461,234,599,desk,False
16462,234,604,employee,False
16464,234,617,friendly,False
16466,234,630,helpful,False
16468,234,641,room,False
16470,234,650,small,False
16472,234,661,couch,False
16476,234,677,foot,False
16479,234,689,bed,False
16480,234,693,facing,False
16482,234,704,bed,False
16486,234,721,just,False
16487,234,726,enough,False
16488,234,733,room,False
16490,234,741,walk,False
16491,234,746,around,False
16493,234,757,bed,False
16496,234,768,four,False
16497,234,773,sides,False
16499,234,784,rooms,False
16502,234,798,modern,False
16504,234,810,bed,False
16506,234,818,couch,False
16508,234,828,made,False
16510,234,836,plastic,False
16513,234,852,topped,False
16515,234,864,cushions,False
16516,234,873,mattresses,False
16518,234,889,can,False
16519,234,893,turn,False
16522,234,903,light,False
16524,234,913,lights,False
16526,234,924,bed,False
16527,234,928,frame,False
